name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,core,hdmi,mcr,wifi,bluetooth,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity,pixel_width,pixel_height,usb3,usb2,type_c,processor_brand,processor_model,processor_gen
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),134990.0,MSI,72,4.75,Windows,Performance,27.2,2.7,2.0,17.3,127,16:9,1,0,8,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,0,0,1,0,,4,90,2560,1440,0,1,0,Intel,i7,13th
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990.0,MSI,59,4.25,Windows,Performance,21.7,1.86,2.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,12,12,6.0,1,0,1,1,1,1,0,0,1,0,,3,52.4,1920,1080,3,0,0,Intel,i5,12th
Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38890.0,Lenovo,99,4.1,Windows,Everyday Use,19.9,1.7,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,6,4,2.0,1,1,1,1,0,1,0,0,0,0,,3,,1920,1080,0,1,0,Intel,i3,11th
HP Victus 15-fa1060TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),116463.0,HP,82,4.2,Windows,Gaming,22.5,2.37,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,18,16,12.0,1,1,1,1,1,1,0,0,1,0,,4,70,1920,1080,2,0,0,Intel,i5,13th
HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109990.0,HP,75,4.55,Windows,Gaming,22.5,2.37,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,24,20,14.0,1,1,1,1,1,1,0,0,1,0,,4,70,1920,1080,2,0,0,Intel,i7,13th
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),277278.0,HP,58,4.7,Windows,Performance,19.9,2.09,1.0,16.1,182,16:9,1,0,32,0,1024,NVIDIA,36,32,24.0,1,0,1,1,1,1,0,0,1,0,,6,97,2560,1600,2,0,0,Intel,i9,13th
HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),153625.0,HP,52,4.75,Windows,Performance,23.9,2.32,1.0,16.1,182,16:9,1,0,16,0,512,NVIDIA,24,20,14.0,1,0,1,1,1,1,0,0,1,0,,6,83,1920,1080,2,0,0,Intel,i5,13th
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),56999.0,HP,58,4.4,Windows,Gaming,23,2.37,1.0,15.6,137,16:9,1,0,8,0,512,AMD,16,12,6.0,1,1,1,1,1,1,0,0,1,0,,3,52.5,1920,1080,3,0,0,AMD,5,5th
Gigabyte Aorus 15 9SF Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro/ 8GB Graph),149990.0,Gigabyte,91,4.7,Windows,Gaming,20.9,2.39,2.0,15.6,188,16:9,1,0,16,0,1024,NVIDIA,18,16,12.0,1,0,1,1,1,1,1,0,1,1,,,99,2560,1440,3,0,0,Intel,i5,12th
Lenovo Yoga 6i 82WV005JIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),78990.0,Lenovo,93,4.0,Windows,Performance,,1.35,1.0,14,170,16:9,0,0,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,1,1,0,0,0,,4,65,1920,1200,1,0,0,Intel,i5,13th
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),58990.0,Lenovo,103,4.75,Windows,Everyday Use,,1.46,1.0,14,162,16:9,1,0,16,0,512,AMD,16,12,6.0,1,0,1,1,1,1,0,1,0,0,,3,56.6,1920,1200,2,0,0,AMD,5,7th
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40990.0,Asus,334,4.05,Windows,Performance,19.9,1.7,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,0,1,0,Intel,i3,12th
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),108274.0,HP,51,4.3,Windows,Performance,16.9,1.32,1.0,13.3,255,16:9,1,1,16,0,512,Integrated,12,12,10.0,0,0,1,1,1,1,1,0,0,0,5,4,,2880,1800,2,0,0,Intel,i7,12th
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),32999.0,Chuwi,111,4.6,Windows,Everyday Use,,1.47,1.0,15.6,280,16:9,0,0,16,0,512,Integrated,6,8,4.0,1,0,1,1,0,1,0,0,1,0,,,66.9,1920,1080,2,0,0,Intel,i5,10th
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),101990.0,HP,96,4.45,Windows,Gaming,23.9,2.35,1.0,16.1,137,16:9,1,0,16,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,0,0,1,0,,6,83,1920,1080,3,0,0,Intel,i5,13th
HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),231746.0,HP,101,4.4,Windows,Business,,,1.0,13.5,166,16:9,1,1,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,0,0,0,,6,68,1920,1280,1,0,0,Intel,i7,13th
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,Asus,89,4.4,Windows,Gaming,19.9,1.8,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,16,12,6.0,1,0,1,1,1,1,0,1,0,0,,3,70,1920,1080,0,2,0,AMD,5,5th
Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),94990.0,Asus,56,4.3,Windows,Performance,18.9,1.8,1.0,16,142,16:10,1,0,16,0,512,NVIDIA,24,16,10.0,1,1,1,1,1,1,0,1,0,0,,3,50,1920,1200,2,0,0,Intel,i7,12th
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),165601.0,Acer,72,4.45,Windows,Performance,2.6,2.6,1.0,16,142,16:9,1,0,16,0,1024,NVIDIA,36,32,24.0,1,0,1,1,1,1,1,0,1,0,,4,90,2560,1600,3,0,0,Intel,i9,13th
MSI Katana 15 B13UDXK-1017IN Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),85990.0,MSI,101,4.6,Windows,Performance,24.9,2.25,2.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,24,16,10.0,1,0,1,1,1,1,0,0,1,0,,3,53.5,1920,1080,0,1,0,Intel,i7,12th
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),76990.0,Asus,72,4.55,Windows,Gaming,19.9,1.8,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,0,1,0,0,,3,70,1920,1080,0,2,0,AMD,7,5th
Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990.0,Lenovo,65,4.6,Windows,Performance,19.9,1.63,2.0,14,142,16:9,1,0,16,0,512,Integrated,12,12,8.0,1,0,1,1,1,1,0,0,0,0,,3,56.6,1920,1200,2,0,0,Intel,i5,13th
Asus Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),84990.0,Asus,83,4.3,Windows,Performance,15.9,1.4,1.0,14,243,16:10,0,1,16,0,512,Integrated,24,20,14.0,1,0,1,1,1,1,0,1,0,0,,3,63,3840,2400,1,0,0,Intel,i7,12th
Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37990.0,Asus,85,4.05,Windows,Everyday Use,19.9,1.8,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,6,4,2.0,1,1,1,1,1,1,0,1,0,0,,2,37,1920,1080,2,0,0,Intel,i3,11th
HP Omen 16-u0003TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),186592.0,HP,58,4.45,Windows,Gaming,19.9,2.09,1.0,16,189,16:9,1,0,16,0,512,NVIDIA,30,24,16.0,1,0,1,1,1,1,0,0,1,0,,6,97,2560,1600,2,0,0,Intel,i7,13th
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990.0,HP,111,4.55,Windows,Everyday Use,,1.69,1.0,14,157,16:9,0,1,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,1,1,0,0,5,,43,1920,1080,2,0,0,Intel,i5,13th
Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),91490.0,Lenovo,60,4.65,Windows,Gaming,25.2,2.4,1.0,15.6,184,16:10,1,0,16,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,1,0,1,0,,3,60,1920,1080,3,0,0,Intel,i5,12th
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),97990.0,Lenovo,121,4.1,Windows,Gaming,25.2,2.4,1.0,15.6,184,16:10,1,0,16,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,1,0,1,0,,3,60,1920,1080,3,0,0,Intel,i5,12th
Gigabyte Aorus 15 9KF Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro/ 8GB Graph),117574.0,Gigabyte,67,4.6,Windows,Performance,20.9,2.39,2.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,18,16,12.0,1,0,1,1,1,1,0,0,1,1,,,99,1920,1080,3,0,0,Intel,i5,12th
Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),59990.0,Asus,255,4.2,Windows,Performance,19.9,1.7,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,12,12,10.0,1,0,1,1,1,1,0,1,0,0,,3,42,1920,1080,0,1,0,Intel,i5,12th
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),99990.0,Lenovo,96,4.7,Windows,Gaming,22.1,2.4,1.0,15.6,184,16:10,1,0,16,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,1,0,1,0,,3,60,1920,1080,3,0,0,AMD,7,7th
MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),279990.0,MSI,58,4.35,Windows,Gaming,28.55,2.67,2.0,16,189,16:10,1,0,32,0,1024,NVIDIA,36,32,24.0,1,1,1,1,1,1,0,0,1,0,,4,90,2560,1600,3,0,0,Intel,i9,13th
MSI Vector GP78HX 13VI-409IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),344990.0,MSI,108,4.1,Windows,Gaming,29.45,3,2.0,17,178,16:10,1,0,32,0,2048,NVIDIA,36,32,24.0,1,1,1,1,1,1,1,0,1,0,,4,90,2560,1600,2,0,0,Intel,i9,13th
Acer Aspire 5 A515-56G NX.AT2SI.001 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),44990.0,Acer,58,4.2,Windows,Performance,17.9,1.7,1.0,15.6,141,16:9,0,0,8,0,512,NVIDIA,8,8,4.0,1,0,1,1,1,1,0,1,1,0,,,,1920,1080,3,0,0,Intel,i5,11th
Lenovo IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),60990.0,Lenovo,76,4.2,Windows,Everyday Use,17.1,1.24,1.0,14,157,16:9,1,0,16,0,512,AMD,16,12,6.0,1,0,1,1,1,1,0,1,0,0,,,47,1920,1080,2,0,0,AMD,5,7th
Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),23990.0,Asus,540,4.1,Windows,Performance,17.9,1.57,1.0,15.6,141,16:9,1,0,4,0,256,Integrated,4,2,2.0,1,0,1,1,0,1,0,0,0,0,,,,1920,1080,0,1,0,Intel,N4020,intel
HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),128599.0,HP,71,4.25,Windows,Gaming,,,1.0,16,141,16:9,1,0,16,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,0,0,1,0,,6,83,1920,1080,2,0,0,AMD,7,7th
HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),138990.0,HP,111,4.45,Windows,Performance,23.5,2.35,1.0,16.1,182,16:9,1,0,16,0,512,NVIDIA,30,24,16.0,1,0,1,1,1,1,0,0,1,0,,6,83,1920,1080,2,0,0,Intel,i7,13th
HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),51147.0,HP,90,4.6,Windows,Performance,19.9,1.47,1.0,14,112,16:9,1,0,8,0,512,Integrated,6,4,2.0,1,1,1,1,0,1,0,0,1,0,,3,41,1366,768,2,0,0,Intel,i3,11th
Lenovo ThinkPad C13 2 in 1 Laptop (AMD Ryzen 5 3500C/ 16GB/ 256GB SSD/ Chrome),54990.0,Lenovo,109,4.55,Others,Business,15.5,1.5,1.0,13.3,166,16:9,1,1,16,0,256,AMD,4,8,4.0,1,0,1,1,1,1,0,1,0,0,5,,51,1920,1080,2,0,0,AMD,5,3rd
Infinix INBook X2 Plus Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),52990.0,Infinix,98,4.65,Windows,Performance,,1.58,1.0,15.6,141,16:9,0,0,16,0,1024,Integrated,12,8,4.0,1,1,1,1,1,1,0,0,0,0,,,,1920,1080,2,0,0,Intel,i7,11th
Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),66990.0,Acer,115,4.45,Windows,Gaming,26,2.5,1.0,15.6,141,16:9,1,0,8,0,512,NVIDIA,12,12,8.0,1,0,1,1,1,1,1,0,0,0,,4,57.5,1920,1080,3,0,0,Intel,i5,12th
Lenovo ThinkBook 14s Yoga 20WEA00WIH Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),119888.0,Lenovo,86,4.0,Windows,Performance,16.9,1.5,1.0,14,157,16:9,1,1,16,0,1024,Integrated,8,8,4.0,1,1,1,1,1,1,0,1,0,0,,4,,1920,1080,2,0,0,Intel,i5,11th
HP 255 G8 Laptop (AMD Athlon 3050U/ 4GB/ 256GB SSD/ Win11),23490.0,HP,72,4.5,Windows,Everyday Use,,,1.0,15.6,141,16:9,1,0,4,0,256,AMD,4,2,2.0,1,1,1,1,0,1,0,0,1,0,,,,1920,1080,2,0,0,AMD,3050U,3rd
Lenovo Yoga 6 83B2006BIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),76889.0,Lenovo,83,4.65,Windows,Performance,15.1,1.37,1.0,13.3,170,16:9,0,1,16,0,512,AMD,16,12,6.0,1,0,1,1,1,1,0,0,0,0,,4,59,1920,1200,2,0,0,AMD,5,7th
Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),96490.0,Dell,69,4.45,Windows,Everyday Use,,,1.0,13.3,227,16:10,1,0,16,0,512,Integrated,18,16,12.0,1,0,1,1,1,1,1,1,0,0,,4,,2560,1600,1,0,0,Intel,i7,13th
Dell Inspiron 5330 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),84490.0,Dell,89,4.4,Windows,Everyday Use,,,1.0,13.3,227,16:10,1,0,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,1,1,1,0,0,,4,,2560,1600,1,0,0,Intel,i5,13th
Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),256990.0,Dell,70,4.0,Windows,Everyday Use,18,1.92,1.0,15.6,290,16:10,1,1,16,0,1024,NVIDIA,24,20,14.0,0,1,1,1,1,1,1,1,0,0,,6,86,3456,2160,0,0,3,Intel,i7,13th
Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40900.0,Asus,99,4.3,Windows,Performance,19.9,1.7,1.0,15.6,141,16:9,1,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,0,1,0,Intel,i3,12th
Dell Inspiron 5518 D560667WIN9S Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),69900.0,Dell,89,4.2,Windows,Performance,17.9,1.64,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,8,8,4.0,1,0,1,1,1,1,0,0,0,0,,4,,1920,1080,2,0,0,Intel,i5,11th
Gigabyte Aero 16 KE5 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 6GB Graph),211199.0,Gigabyte,87,4.2,Windows,Gaming,23.9,2.3,2.0,16,141,16:9,1,0,16,0,1024,NVIDIA,24,20,14.0,0,0,1,1,1,1,1,0,0,0,,,99,3840,2400,0,0,3,Intel,i7,12th
MSI Prestige 14 Evo B12M-472IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),77990.0,MSI,83,4.35,Windows,Performance,15.9,1.29,1.0,14,157,16:9,0,0,16,0,512,Integrated,12,16,12.0,1,0,1,1,1,1,0,1,0,0,,3,,1920,1080,1,0,0,Intel,i5,12th
HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990.0,HP,80,4.25,Windows,Performance,19.9,2.09,1.0,16.1,182,16:9,1,0,16,0,1024,NVIDIA,30,24,16.0,1,0,1,1,1,1,0,0,1,0,,6,97,2560,1600,2,0,0,Intel,i7,13th
Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),85889.0,Lenovo,56,4.75,Windows,Performance,19.9,1.63,2.0,16,142,16:9,1,0,16,0,512,Integrated,24,20,14.0,1,0,1,1,1,1,0,0,0,0,,3,56.6,1920,1200,2,0,0,Intel,i7,13th
HP 250 G9 821J6PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),55350.0,HP,62,4.35,Windows,Performance,19.9,1.74,1.0,14,157,16:9,1,0,8,0,512,Integrated,12,12,10.0,1,1,1,1,1,1,0,0,0,0,,3,41,1920,1080,2,0,0,Intel,i5,12th
Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),453490.0,Dell,99,4.35,Windows,Gaming,,2.72,1.0,16,229,16:9,1,0,32,0,2048,NVIDIA,24,20,14.0,1,0,1,1,1,1,1,0,1,0,,6,90,3200,1800,2,0,0,Intel,i9,13th
MSI Creator Z17 HX Studio A13VGT-076IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 8GB Graph),339990.0,MSI,80,4.1,Windows,Performance,19,2.49,3.0,17,178,16:9,1,0,64,0,2048,NVIDIA,36,,24.0,1,1,1,1,1,1,1,1,1,0,,3,90,2560,1600,1,0,0,Intel,i9,13th
Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,67990.0,Dell,55,4.5,Windows,Performance,19,1.54,1.0,14,157,16:9,0,0,16,0,512,AMD,16,16,8.0,1,1,1,1,1,1,0,0,0,0,,4,54,1920,1080,2,0,0,AMD,7,5th
Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),323290.0,Dell,66,4.45,Windows,Gaming,,2.72,1.0,16,229,16:9,1,0,32,0,1024,NVIDIA,36,32,24.0,1,0,1,1,1,1,1,0,1,0,,6,86,3200,1800,2,0,0,Intel,i9,13th
Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),199990.0,Dell,69,4.3,Windows,Gaming,,3.23,1.0,16,216,16:9,1,0,16,0,1024,NVIDIA,32,16,8.0,1,1,1,1,1,1,1,0,1,1,,6,86,1920,1200,2,0,0,AMD,7,7th
MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),39990.0,MSI,95,4.0,Windows,Performance,19.9,1.7,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,8,8,4.0,1,0,1,1,1,1,0,0,0,0,,3,,1920,1080,0,2,0,Intel,i5,11th
MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),84990.0,MSI,56,4.7,Windows,Performance,17.9,1.49,2.0,14,170,16:10,1,0,16,0,512,NVIDIA,12,16,12.0,1,0,1,1,1,1,0,1,0,0,,4,72,1920,1200,1,0,0,Intel,i5,12th
MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),36990.0,MSI,74,4.35,Windows,Performance,19.9,1.7,1.0,15.6,157,16:9,0,0,16,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,0,0,0,0,,3,53.8,1920,1080,0,2,0,Intel,i3,12th
MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990.0,MSI,82,4.15,Windows,Performance,19.9,1.7,1.0,15.6,157,16:9,0,0,8,0,512,Integrated,10,8,6.0,1,0,1,1,1,1,0,0,0,0,,3,53.8,1920,1080,0,2,0,Intel,i3,12th
Gigabyte Aero 16 XE5 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 8GB Graph),189999.0,Gigabyte,107,4.1,Windows,Gaming,23.9,2.3,2.0,16,141,16:9,1,0,16,0,1024,NVIDIA,24,20,14.0,0,0,1,1,1,1,1,0,0,0,,,99,3840,2400,0,0,3,Intel,i7,12th
Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),446390.0,Dell,106,3.95,Windows,Gaming,,2.72,1.0,18,204,16:9,1,0,64,0,1024,NVIDIA,36,32,24.0,1,0,1,1,1,1,1,0,1,0,,6,97,3200,1800,2,0,0,Intel,i9,13th
Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),73990.0,Lenovo,64,4.6,Windows,Performance,,,3.0,13.3,170,16:9,0,1,16,0,512,AMD,16,12,6.0,1,0,1,1,1,1,0,1,0,0,,4,59,1920,1200,2,0,0,AMD,5,7th
Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),66500.0,Lenovo,74,4.7,Windows,Performance,17.9,1.55,1.0,14,162,16:9,1,1,16,0,512,AMD,8,16,8.0,1,1,1,1,1,1,0,1,0,0,,,52.5,1920,1200,2,0,0,AMD,7,5th
Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),144990.0,Asus,83,4.15,Windows,Gaming,22.3,2,1.0,16,189,16:10,1,0,16,0,1024,NVIDIA,24,20,14.0,1,0,1,1,1,1,1,0,1,0,,4,90,2560,1600,2,0,0,Intel,i7,12th
HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),43990.0,HP,85,4.1,Windows,Performance,,1.69,1.0,15.6,141,16:9,1,0,16,0,512,Integrated,10,8,6.0,1,1,1,1,0,1,0,0,0,0,,3,,1920,1080,2,0,0,Intel,i3,12th
Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),70990.0,Asus,107,4.6,Windows,Performance,18.9,1.8,1.0,16,142,16:10,1,0,16,0,512,NVIDIA,12,12,8.0,1,1,1,1,1,1,0,1,0,0,,3,50,1920,1200,2,0,0,Intel,i5,12th
Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),64990.0,Lenovo,65,4.5,Windows,Performance,17.8,1.55,1.0,14,162,16:9,0,1,16,0,512,AMD,16,12,6.0,1,1,1,1,1,1,0,1,0,0,,,52.5,1920,1200,2,0,0,AMD,5,7th
Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72990.0,Asus,69,4.7,Windows,Gaming,19.9,1.8,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,16,12,6.0,1,0,1,1,1,1,0,1,0,0,,3,50,1920,1080,0,2,0,AMD,5,5th
Acer Nitro 16 AN16-41 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),114990.0,Acer,70,4.3,Windows,Everyday Use,27.9,2.8,1.0,16,142,16:10,1,0,8,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,1,0,1,0,,4,90,1920,1200,0,1,0,AMD,7,7th
Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),302990.0,Dell,105,4.7,Windows,Gaming,,3.23,1.0,16,216,16:9,1,0,32,0,2048,NVIDIA,64,24,12.0,1,1,1,1,1,1,1,0,1,1,,6,86,1920,1200,2,0,0,AMD,9,7th
Acer Nitro 16 AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),129990.0,Acer,83,4.75,Windows,Everyday Use,27.9,2.8,1.0,16,142,16:10,1,0,16,0,512,NVIDIA,16,16,8.0,1,0,1,1,1,1,1,0,1,0,,4,90,1920,1200,0,1,0,AMD,7,7th
Acer Aspire 5 15 A515-58M Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),57990.0,Acer,80,4.65,Windows,Performance,,1.75,1.0,15.6,141,16:9,1,0,16,0,512,NVIDIA,12,12,10.0,1,0,1,1,1,1,1,0,1,0,,3,50,1920,1080,2,0,0,Intel,i5,13th
